1.000000000000000000e+00 -1.152066000000000034e+00 1.133655999999999997e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.152754000000000056e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.169305999999999957e+00 -4.142069999999999919e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.184584999999999999e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.194771000000000027e+00 -4.091069999999999984e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.203683000000000058e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.211322000000000010e+00 -4.129320000000000213e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.216415000000000024e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.153340000000000032e+00 1.220234999999999959e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.222780999999999896e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.224054999999999893e+00 -4.129320000000000213e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.224054999999999893e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.222780999999999896e+00 -4.091069999999999984e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.220234999999999959e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.218962000000000101e+00 -4.129320000000000213e-01
0.000000000000000000e+00 -1.153340000000000032e+00 1.215141999999999944e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.208776000000000073e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.198590000000000044e+00 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.183311999999999919e+00 -4.129320000000000213e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.157847000000000071e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.152066000000000034e+00 1.117104000000000097e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.063628999999999936e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.155888000000000027e+00 9.897820000000000507e-01 -4.142069999999999919e-01
0.000000000000000000e+00 -1.153340000000000032e+00 8.955640000000000267e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 7.937060000000000226e-01 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 6.943949999999999845e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 5.989029999999999632e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.155888000000000027e+00 5.174170000000000158e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.154614000000000029e+00 4.486629999999999785e-01 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 4.002809999999999979e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 3.684499999999999997e-01 -4.142069999999999919e-01
0.000000000000000000e+00 -1.154614000000000029e+00 3.468049999999999744e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.155888000000000027e+00 3.366199999999999748e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.153340000000000032e+00 3.391660000000000230e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.155888000000000027e+00 3.442589999999999817e-01 -4.142069999999999919e-01
0.000000000000000000e+00 -1.155888000000000027e+00 3.531710000000000127e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.154614000000000029e+00 3.608109999999999928e-01 -4.103820000000000245e-01
0.000000000000000000e+00 -1.155888000000000027e+00 3.748159999999999825e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 3.951879999999999837e-01 -4.142069999999999919e-01
0.000000000000000000e+00 -1.154614000000000029e+00 4.244720000000000160e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.153340000000000032e+00 4.613949999999999996e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 5.123240000000000016e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 5.734390000000000320e-01 -4.142069999999999919e-01
0.000000000000000000e+00 -1.155888000000000027e+00 6.447389999999999510e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 7.173129999999999784e-01 -4.103820000000000245e-01
0.000000000000000000e+00 -1.157162000000000024e+00 7.975259999999999572e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 8.764650000000000496e-01 -4.129320000000000213e-01
0.000000000000000000e+00 -1.155888000000000027e+00 9.554049999999999487e-01 -4.116569999999999951e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.026704999999999979e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.154614000000000029e+00 1.092913000000000023e+00 -4.103820000000000245e-01
0.000000000000000000e+00 -1.155888000000000027e+00 1.152754000000000056e+00 -4.129320000000000213e-01
